average_price,4046,4225,4770,small_bags,large_bags,xlarge_bags,type,year,geography,week,location_level,location_lat,location_lon
0.99,179507.69,637000.1,8803.79,82033.71,444.44,6.16,conventional,2015,San Francisco,1,Level 3,37.7749295,-122.4194155
0.97,165839.16,341836.86,15291.36,96695.27,14859.69,0.0,conventional,2015,Seattle,1,Level 3,47.6061389,-122.3328481
1.01,180977.06,46253.49,12923.45,52556.0,16314.22,0.0,conventional,2015,South Carolina,1,Level 3,33.836081,-81.1637245
0.77,2745009.1,1755142.21,73432.89,442217.85,128451.37,13.59,conventional,2015,South Central,1,Level 2,33.9891116,-118.2914872
0.98,2296069.27,320373.63,18938.42,287820.14,280910.7,0.0,conventional,2015,Southeast,1,Level 2,,
1.0,26607.29,44341.92,3660.64,9556.06,446.48,0.0,conventional,2015,Spokane,1,Level 3,47.6579711,-117.4235319
1.15,125713.89,34555.73,53.54,38400.99,11.11,0.0,conventional,2015,St. Louis,1,Level 3,38.6270025,-90.1994042
1.33,2506.61,20905.01,16.68,17715.21,0.0,0.0,conventional,2015,Syracuse,1,Level 3,43.0481221,-76.14742439999999
0.97,226346.7,37517.53,53.15,33447.51,42544.24,0.0,conventional,2015,Tampa,1,Level 3,27.9516896,-82.45875269999999
0.95,12357161.34,13624083.05,844093.32,3585321.58,894945.63,18672.81,conventional,2015,Total U.S.,1,Level 1,37.09024,-95.712891
0.89,2275446.87,2582300.65,97024.09,688813.01,150819.57,6.39,conventional,2015,West,1,Level 2,,
0.75,426878.87,147958.43,15267.89,165202.22,2811.54,0.0,conventional,2015,West Tex/New Mexico,1,Level 3,31.75355119999999,-106.4917179
1.24,1002.85,31640.34,127.12,8036.04,388.73,0.0,conventional,2015,Albany,2,Level 3,42.6525793,-73.7562317
1.11,330411.24,18958.22,1135.18,21309.61,25728.47,0.0,conventional,2015,Atlanta,2,Level 3,33.748752,-84.38768449999999
1.17,51460.64,420837.82,42526.96,151330.87,4075.65,0.0,conventional,2015,Baltimore/Washington,2,Level 3,39.1775921,-76.6683889
1.18,38112.34,10997.54,3321.89,3295.11,1628.64,0.0,conventional,2015,Boise,2,Level 3,43.6150186,-116.2023137
1.1,5548.11,320577.36,121.81,111192.88,331.73,0.0,conventional,2015,Boston,2,Level 3,42.3600825,-71.0588801
1.54,1642.25,50985.2,79.61,53514.26,0.0,0.0,conventional,2015,Buffalo/Rochester,2,Level 3,43.15657789999999,-77.6088465
0.92,2889591.29,2485720.1,103573.42,510560.41,31874.03,3613.09,conventional,2015,California,2,Level 2,36.778261,-119.4179324
1.26,31586.35,38118.77,40801.77,38822.26,10613.53,0.0,conventional,2015,Charlotte,2,Level 3,35.2270869,-80.8431267
1.15,31239.94,558487.79,133848.57,74716.43,4539.25,42.96,conventional,2015,Chicago,2,Level 3,41.8781136,-87.6297982
0.92,3612.86,153100.22,1203.53,17035.73,26345.43,94.5,conventional,2015,Cincinnati/Dayton,2,Level 3,39.7589478,-84.1916069
0.97,64726.71,34844.49,7190.05,16400.27,2458.67,122.29,conventional,2015,Columbus,2,Level 3,39.9611755,-82.99879419999999
0.76,680572.11,348535.22,11900.83,67857.83,19801.95,25.1,conventional,2015,Dallas/Ft. Worth,2,Level 3,32.7078751,-96.9209135
1.09,110974.25,427723.2,5357.69,85793.27,36703.98,26.96,conventional,2015,Denver,2,Level 3,39.7392358,-104.990251
1.08,108378.69,90104.73,76985.0,48639.13,620.82,7436.68,conventional,2015,Detroit,2,Level 3,42.331427,-83.0457538
1.03,972.96,127984.25,13798.9,39193.44,2896.97,288.89,conventional,2015,Grand Rapids,2,Level 3,42.9633599,-85.6680863
1.1,416900.3,1818618.04,316856.73,412976.97,91214.54,11071.74,conventional,2015,Great Lakes,2,Level 2,45.0522366,-82.4846115
1.26,34535.57,78778.96,582.3,63840.09,998.33,0.0,conventional,2015,Harrisburg/Scranton,2,Level 3,40.2731911,-76.8867008
1.38,4365.27,143001.84,223.15,83319.8,1730.09,0.0,conventional,2015,Hartford/Springfield,2,Level 3,41.7658043,-72.6733723
0.78,463272.52,441785.8,4094.47,126995.76,25923.1,0.0,conventional,2015,Houston,2,Level 3,29.7604267,-95.3698028
1.25,3024.88,100509.97,1771.71,18466.87,14765.56,78.05,conventional,2015,Indianapolis,2,Level 3,39.768403,-86.158068
1.2,57635.74,17025.48,529.41,14862.7,9703.84,0.0,conventional,2015,Jacksonville,2,Level 3,30.3321838,-81.65565099999999
0.93,126092.05,101653.19,9591.88,36874.44,269.92,0.0,conventional,2015,Las Vegas,2,Level 3,36.171563,-115.1391009
0.85,1786326.65,617233.39,58892.91,222971.68,25111.74,3163.23,conventional,2015,Los Angeles,2,Level 3,34.0549076,-118.242643
1.05,2299.74,53313.74,237.88,7964.88,11299.66,13.46,conventional,2015,Louisville,2,Level 3,38.2526647,-85.7584557
1.28,242922.42,36043.54,38.69,35069.71,28722.63,0.0,conventional,2015,Miami/Ft. Lauderdale,2,Level 3,26.3013917,-80.6326916
1.17,560119.16,1032606.49,191515.19,465764.93,85966.27,14.07,conventional,2015,Midsouth,2,Level 2,,
1.07,103822.6,9098.86,11665.78,22478.92,2766.04,0.0,conventional,2015,Nashville,2,Level 3,36.1626638,-86.7816016
0.97,165505.1,10680.54,231.54,59593.91,3221.26,0.0,conventional,2015,New Orleans/Mobile,2,Level 3,29.95106579999999,-90.0715323
1.34,15880.8,714530.7,2315.72,221731.33,63767.28,0.0,conventional,2015,New York,2,Level 3,40.7127753,-74.0059728
1.28,97343.55,2070661.43,6915.47,796190.93,84913.39,0.0,conventional,2015,Northeast,2,Level 2,43.2994285,-74.21793260000001
1.06,4578.25,265252.09,22.9,44863.79,0.0,0.0,conventional,2015,Northern New England,2,Level 3,43.9653889,-70.8226541
1.29,119336.02,39236.11,52.44,18762.45,24647.57,0.0,conventional,2015,Orlando,2,Level 3,28.5383832,-81.3789269
1.38,14323.61,198387.14,1715.41,88980.0,12578.06,0.0,conventional,2015,Philadelphia,2,Level 3,39.9525839,-75.1652215
0.61,849580.75,182629.59,12237.43,66305.28,0.0,0.0,conventional,2015,Phoenix/Tucson,2,Level 3,32.2539787,-110.9741769
1.54,1491.88,33759.12,1325.17,12165.94,5902.21,0.0,conventional,2015,Pittsburgh,2,Level 3,40.44062479999999,-79.9958864
1.09,737363.86,448207.79,10009.45,205299.64,954.59,1006.5,conventional,2015,Plains,2,Level 2,,
1.05,121596.43,292968.56,22743.24,64831.61,8012.83,0.0,conventional,2015,Portland,2,Level 3,45.515232,-122.6783853
1.24,43986.78,54185.12,41272.69,50818.2,15497.88,0.0,conventional,2015,Raleigh/Greensboro,2,Level 3,36.0755917,-79.7590191
1.15,71743.11,66849.97,10952.11,36160.54,8754.86,0.0,conventional,2015,Richmond/Norfolk,2,Level 3,37.5407246,-77.4360481
1.16,45706.36,37629.54,57.82,26555.99,3286.11,0.0,conventional,2015,Roanoke,2,Level 3,37.2709704,-79.9414266
1.09,109368.41,271300.08,5094.23,43722.89,6.67,0.0,conventional,2015,Sacramento,2,Level 3,38.5815719,-121.4943996
0.82,303369.02,192913.11,12900.65,31807.96,3271.85,404.59,conventional,2015,San Diego,2,Level 3,32.715738,-117.1610838
1.03,155455.32,670522.75,4107.26,85706.54,658.89,0.0,conventional,2015,San Francisco,2,Level 3,37.7749295,-122.4194155
1.06,144349.43,278069.43,18076.48,81221.3,5632.65,1.53,conventional,2015,Seattle,2,Level 3,47.6061389,-122.3328481
1.1,162428.39,39713.75,14197.05,44864.96,18502.58,0.0,conventional,2015,South Carolina,2,Level 3,33.836081,-81.1637245
0.8,2973367.52,1717171.24,88373.78,533599.2,97164.07,50.21,conventional,2015,South Central,2,Level 2,33.9891116,-118.2914872
1.18,1667012.92,269027.02,21918.53,260164.0,215173.14,0.0,conventional,2015,Southeast,2,Level 2,,
1.07,21973.57,35996.7,4131.75,6899.1,1695.95,0.0,conventional,2015,Spokane,2,Level 3,47.6579711,-117.4235319
1.29,79292.59,41050.38,62.72,44509.7,2.22,0.0,conventional,2015,St. Louis,2,Level 3,38.6270025,-90.1994042
1.45,984.29,21576.29,14.93,19441.98,0.0,0.0,conventional,2015,Syracuse,2,Level 3,43.0481221,-76.14742439999999
1.24,142237.71,36017.93,56.25,19605.39,37313.8,0.0,conventional,2015,Tampa,2,Level 3,27.9516896,-82.45875269999999
1.01,11544810.53,12134773.38,866574.66,3783261.16,718333.87,15789.15,conventional,2015,Total U.S.,2,Level 1,37.09024,-95.712891
0.95,2203111.92,2292761.26,127412.09,598705.08,111073.82,33.54,conventional,2015,West,2,Level 2,,
0.92,347125.63,129717.42,27944.07,78503.46,1606.41,0.0,conventional,2015,West Tex/New Mexico,2,Level 3,31.75355119999999,-106.4917179
1.17,914.14,31540.32,135.77,11651.09,269.96,0.0,conventional,2015,Albany,3,Level 3,42.6525793,-73.7562317
1.11,372236.92,18701.9,511.69,16782.71,23257.77,0.0,conventional,2015,Atlanta,3,Level 3,33.748752,-84.38768449999999
1.23,49947.16,393359.6,40576.08,169390.88,4467.62,0.0,conventional,2015,Baltimore/Washington,3,Level 3,39.1775921,-76.6683889
1.08,50354.95,6342.37,2257.23,1119.18,2796.76,0.0,conventional,2015,Boise,3,Level 3,43.6150186,-116.2023137
1.23,4383.76,287778.52,132.53,108668.74,367.78,0.0,conventional,2015,Boston,3,Level 3,42.3600825,-71.0588801
1.52,1625.26,61859.85,133.29,43419.67,2.22,0.0,conventional,2015,Buffalo/Rochester,3,Level 3,43.15657789999999,-77.6088465
1.02,2780859.66,2108450.36,121614.31,520299.26,36501.18,3190.49,conventional,2015,California,3,Level 2,36.778261,-119.4179324
1.25,26462.87,40475.81,38677.39,33996.73,13058.35,0.0,conventional,2015,Charlotte,3,Level 3,35.2270869,-80.8431267
1.14,24917.77,533717.99,140239.95,95516.44,3311.71,37.57,conventional,2015,Chicago,3,Level 3,41.8781136,-87.6297982
0.93,3333.29,128858.15,1086.61,24024.17,18264.75,114.12,conventional,2015,Cincinnati/Dayton,3,Level 3,39.7589478,-84.1916069
1.02,55532.76,26458.99,7040.95,24386.64,2962.41,68.46,conventional,2015,Columbus,3,Level 3,39.9611755,-82.99879419999999
0.76,627090.61,374230.89,15550.56,62375.69,12416.71,12.83,conventional,2015,Dallas/Ft. Worth,3,Level 3,32.7078751,-96.9209135
0.99,151976.7,500683.5,4225.31,77528.06,73764.68,16.16,conventional,2015,Denver,3,Level 3,39.7392358,-104.990251
1.1,113616.86,45446.17,37740.18,92319.38,1066.01,1599.83,conventional,2015,Detroit,3,Level 3,42.331427,-83.0457538
1.07,970.13,78433.37,6411.99,60381.95,3727.81,276.14,conventional,2015,Grand Rapids,3,Level 3,42.9633599,-85.6680863
1.08,401683.43,1650327.26,257105.89,600155.95,93434.54,3499.95,conventional,2015,Great Lakes,3,Level 2,45.0522366,-82.4846115
1.24,30928.18,85410.46,535.87,64180.88,1549.29,0.0,conventional,2015,Harrisburg/Scranton,3,Level 3,40.2731911,-76.8867008
1.39,3347.41,160683.8,286.52,62671.58,2226.74,0.0,conventional,2015,Hartford/Springfield,3,Level 3,41.7658043,-72.6733723
0.77,458532.19,429687.47,9353.74,107320.39,12960.37,0.0,conventional,2015,Houston,3,Level 3,29.7604267,-95.3698028
1.14,2910.77,103890.9,2048.78,22405.47,17913.92,149.98,conventional,2015,Indianapolis,3,Level 3,39.768403,-86.158068
1.27,57479.2,16442.71,513.69,14684.19,10376.37,0.0,conventional,2015,Jacksonville,3,Level 3,30.3321838,-81.65565099999999
1.06,100191.96,94930.69,4887.89,32897.59,277.96,0.0,conventional,2015,Las Vegas,3,Level 3,36.171563,-115.1391009
0.89,1925013.31,526106.8,59364.23,260857.96,26671.18,2666.02,conventional,2015,Los Angeles,3,Level 3,34.0549076,-118.242643
1.06,2250.1,63826.82,426.73,10228.66,8804.67,43.17,conventional,2015,Louisville,3,Level 3,38.2526647,-85.7584557
1.3,285204.29,42798.99,42.64,41312.0,35780.27,0.0,conventional,2015,Miami/Ft. Lauderdale,3,Level 3,26.3013917,-80.6326916
1.19,530333.83,1045424.87,186027.52,478770.7,90214.44,57.84,conventional,2015,Midsouth,3,Level 2,,
1.08,97216.47,8423.57,12187.72,23520.54,2116.34,0.0,conventional,2015,Nashville,3,Level 3,36.1626638,-86.7816016
1.03,179991.12,23263.42,213.64,61302.5,2895.44,0.0,conventional,2015,New Orleans/Mobile,3,Level 3,29.95106579999999,-90.0715323
1.37,18945.56,749309.2,3039.37,211934.06,61052.37,0.0,conventional,2015,New York,3,Level 3,40.7127753,-74.0059728
1.32,91803.09,2098784.32,7215.59,784229.51,84757.11,0.0,conventional,2015,Northeast,3,Level 2,43.2994285,-74.21793260000001
1.12,3012.79,241380.95,38.05,64770.92,0.0,0.0,conventional,2015,Northern New England,3,Level 3,43.9653889,-70.8226541
1.33,112722.12,34703.28,83.8,18914.84,24654.33,0.0,conventional,2015,Orlando,3,Level 3,28.5383832,-81.3789269
1.4,15116.27,209523.15,1469.44,93250.96,12135.59,0.0,conventional,2015,Philadelphia,3,Level 3,39.9525839,-75.1652215
0.67,811662.62,200514.36,5643.07,70788.61,0.0,0.0,conventional,2015,Phoenix/Tucson,3,Level 3,32.2539787,-110.9741769
1.47,2147.08,36730.4,1075.26,12321.55,7037.78,0.0,conventional,2015,Pittsburgh,3,Level 3,40.44062479999999,-79.9958864
1.02,966515.75,485150.34,14504.7,206579.02,1074.3,1121.44,conventional,2015,Plains,3,Level 2,,
1.11,155745.95,220991.54,14692.73,34402.17,13785.22,0.0,conventional,2015,Portland,3,Level 3,45.515232,-122.6783853
1.22,48613.54,55881.05,39543.93,46298.95,14167.52,0.0,conventional,2015,Raleigh/Greensboro,3,Level 3,36.0755917,-79.7590191
1.18,54459.4,66963.59,9958.28,36798.65,10858.47,0.0,conventional,2015,Richmond/Norfolk,3,Level 3,37.5407246,-77.4360481
1.18,44676.56,37854.42,117.98,25952.51,3504.58,0.0,conventional,2015,Roanoke,3,Level 3,37.2709704,-79.9414266
1.22,83097.77,238956.51,5672.46,39320.62,0.0,0.0,conventional,2015,Sacramento,3,Level 3,38.5815719,-121.4943996
1.01,250311.74,163944.2,14125.01,27844.81,4411.36,426.61,conventional,2015,San Diego,3,Level 3,32.715738,-117.1610838
1.22,107566.95,554501.21,12868.74,78241.87,515.56,52.18,conventional,2015,San Francisco,3,Level 3,37.7749295,-122.4194155
1.2,160898.14,223145.82,11177.67,67519.53,720.65,10.71,conventional,2015,Seattle,3,Level 3,47.6061389,-122.3328481
1.15,160256.58,44019.64,14954.1,35311.93,21663.7,0.0,conventional,2015,South Carolina,3,Level 3,33.836081,-81.1637245
0.79,2839359.92,1782045.18,146481.44,497106.16,57607.18,25.69,conventional,2015,South Central,3,Level 2,33.9891116,-118.2914872
1.19,1815847.03,273695.84,22004.31,258541.9,225694.58,0.0,conventional,2015,Southeast,3,Level 2,,
1.18,28457.99,29719.57,2933.27,7986.02,503.29,0.0,conventional,2015,Spokane,3,Level 3,47.6579711,-117.4235319
1.28,78724.96,50701.59,145.35,41014.51,4.44,0.0,conventional,2015,St. Louis,3,Level 3,38.6270025,-90.1994042
1.4,789.84,24755.46,27.89,14818.36,0.0,0.0,conventional,2015,Syracuse,3,Level 3,43.0481221,-76.14742439999999
1.27,132142.6,33674.07,37.38,25006.34,38060.23,0.0,conventional,2015,Tampa,3,Level 3,27.9516896,-82.45875269999999
1.03,11858139.34,11701947.8,831301.9,3873041.26,771093.2,7935.35,conventional,2015,Total U.S.,3,Level 1,37.09024,-95.712891
0.96,2431736.63,2258069.63,76348.13,527358.78,181809.88,39.96,conventional,2015,West,3,Level 2,,
0.8,516446.41,128438.87,12473.14,71564.22,873.08,0.0,conventional,2015,West Tex/New Mexico,3,Level 3,31.75355119999999,-106.4917179
1.06,941.38,33196.16,164.14,10103.35,742.47,0.0,conventional,2015,Albany,4,Level 3,42.6525793,-73.7562317
1.1,393408.17,18718.27,594.25,13176.39,23435.77,0.0,conventional,2015,Atlanta,4,Level 3,33.748752,-84.38768449999999
1.2,49696.14,386398.73,39488.95,209761.81,7588.83,0.0,conventional,2015,Baltimore/Washington,4,Level 3,39.1775921,-76.6683889
1.03,51922.06,7555.95,2061.16,2009.53,2520.51,0.0,conventional,2015,Boise,4,Level 3,43.6150186,-116.2023137
1.17,4730.77,288094.65,45.98,115538.05,934.11,0.0,conventional,2015,Boston,4,Level 3,42.3600825,-71.0588801
1.5,1321.19,54007.48,74.53,57909.74,740.0,0.0,conventional,2015,Buffalo/Rochester,4,Level 3,43.15657789999999,-77.6088465
1.06,2380955.61,1827783.28,150535.5,521004.15,46809.48,2796.24,conventional,2015,California,4,Level 2,36.778261,-119.4179324
1.18,37383.37,44000.75,31576.2,41623.4,12686.41,0.0,conventional,2015,Charlotte,4,Level 3,35.2270869,-80.8431267
1.22,26117.56,488218.44,145882.24,75867.61,9265.81,87.51,conventional,2015,Chicago,4,Level 3,41.8781136,-87.6297982
0.93,3617.45,162644.69,656.23,20650.03,25970.02,16.03,conventional,2015,Cincinnati/Dayton,4,Level 3,39.7589478,-84.1916069
1.08,53201.66,32775.08,7822.59,21117.47,2057.45,21.43,conventional,2015,Columbus,4,Level 3,39.9611755,-82.99879419999999
0.8,649344.32,271152.06,9610.83,60158.3,18029.96,0.0,conventional,2015,Dallas/Ft. Worth,4,Level 3,32.7078751,-96.9209135
1.02,140914.23,422434.82,4944.79,74743.6,52611.95,9.42,conventional,2015,Denver,4,Level 3,39.7392358,-104.990251
1.19,110113.35,47558.4,45889.29,69311.52,1280.03,3172.7,conventional,2015,Detroit,4,Level 3,42.331427,-83.0457538
1.19,1112.09,78092.72,6374.01,54053.21,4552.75,116.95,conventional,2015,Grand Rapids,4,Level 3,42.9633599,-85.6680863
1.13,390289.67,1649082.75,271642.56,503612.64,109501.0,4563.7,conventional,2015,Great Lakes,4,Level 2,45.0522366,-82.4846115
1.17,33193.27,89075.29,426.35,79720.85,3658.38,0.0,conventional,2015,Harrisburg/Scranton,4,Level 3,40.2731911,-76.8867008
1.35,4305.86,150044.76,231.99,79402.42,7189.08,0.0,conventional,2015,Hartford/Springfield,4,Level 3,41.7658043,-72.6733723
0.77,549415.32,309974.97,4231.47,95546.28,24742.9,0.0,conventional,2015,Houston,4,Level 3,29.7604267,-95.3698028
1.06,3642.56,108152.4,724.5,21963.56,14952.61,38.16,conventional,2015,Indianapolis,4,Level 3,39.768403,-86.158068
1.2,66985.59,14505.13,523.89,16753.47,11172.47,0.0,conventional,2015,Jacksonville,4,Level 3,30.3321838,-81.65565099999999
1.06,114584.67,98937.17,3874.78,31833.66,279.71,0.0,conventional,2015,Las Vegas,4,Level 3,36.171563,-115.1391009
0.96,1518406.36,456562.55,60922.43,255279.65,36398.19,2418.11,conventional,2015,Los Angeles,4,Level 3,34.0549076,-118.242643
1.02,2283.0,63038.53,234.29,8875.65,12189.0,14.88,conventional,2015,Louisville,4,Level 3,38.2526647,-85.7584557
1.27,289948.64,41120.06,65.81,35279.75,31641.45,0.0,conventional,2015,Miami/Ft. Lauderdale,4,Level 3,26.3013917,-80.6326916
1.15,566435.98,1077630.8,164873.48,572717.4,99142.71,20.35,conventional,2015,Midsouth,4,Level 2,,
1.07,95428.54,8371.74,11082.07,24183.43,1789.69,0.0,conventional,2015,Nashville,4,Level 3,36.1626638,-86.7816016
0.94,188798.96,12771.98,352.52,66085.94,3438.66,0.0,conventional,2015,New Orleans/Mobile,4,Level 3,29.95106579999999,-90.0715323
1.36,18101.89,768131.81,3184.12,249848.32,63602.13,0.0,conventional,2015,New York,4,Level 3,40.7127753,-74.0059728
1.27,96761.81,2129188.49,7923.65,903840.54,100787.4,0.0,conventional,2015,Northeast,4,Level 2,43.2994285,-74.21793260000001
1.06,3806.65,233232.89,24.12,53543.21,4.44,0.0,conventional,2015,Northern New England,4,Level 3,43.9653889,-70.8226541
1.28,133616.3,29418.39,91.59,22591.61,26273.2,0.0,conventional,2015,Orlando,4,Level 3,28.5383832,-81.3789269
1.36,16112.5,211453.65,1409.19,110991.22,15679.17,0.0,conventional,2015,Philadelphia,4,Level 3,39.9525839,-75.1652215
0.61,1002267.22,150640.9,5034.13,75558.47,2.55,0.0,conventional,2015,Phoenix/Tucson,4,Level 3,32.2539787,-110.9741769
1.32,1847.59,70060.41,2397.99,17599.77,6817.03,0.0,conventional,2015,Pittsburgh,4,Level 3,40.44062479999999,-79.9958864
1.08,841332.54,454162.3,14022.68,198193.38,1929.49,1196.57,conventional,2015,Plains,4,Level 2,,
1.09,131530.29,229573.27,13384.3,40428.06,17854.14,0.0,conventional,2015,Portland,4,Level 3,45.515232,-122.6783853
1.16,61158.75,59374.75,36067.46,63206.25,13469.98,0.0,conventional,2015,Raleigh/Greensboro,4,Level 3,36.0755917,-79.7590191
1.17,54046.97,75205.48,8644.27,45878.25,10311.11,0.0,conventional,2015,Richmond/Norfolk,4,Level 3,37.5407246,-77.4360481
1.15,48244.28,41412.29,103.6,29161.12,4148.89,0.0,conventional,2015,Roanoke,4,Level 3,37.2709704,-79.9414266
1.19,101289.29,210411.75,9507.42,38819.19,0.0,0.0,conventional,2015,Sacramento,4,Level 3,38.5815719,-121.4943996
1.02,217747.34,140456.68,13326.97,30090.58,4708.25,261.29,conventional,2015,San Diego,4,Level 3,32.715738,-117.1610838
1.21,127276.45,481792.41,21293.67,82293.47,796.67,70.57,conventional,2015,San Francisco,4,Level 3,37.7749295,-122.4194155
1.26,118569.87,228985.5,11119.33,61054.23,370.74,24.44,conventional,2015,Seattle,4,Level 3,47.6061389,-122.3328481
1.06,187805.04,46947.97,12431.59,45690.04,18473.67,0.0,conventional,2015,South Carolina,4,Level 3,33.836081,-81.1637245
0.81,3205533.39,1298842.9,68870.69,476249.64,92763.31,0.0,conventional,2015,South Central,4,Level 2,33.9891116,-118.2914872
1.15,1990978.47,266024.34,18600.92,281141.42,221255.67,0.0,conventional,2015,Southeast,4,Level 2,,
1.21,23843.63,29590.6,2672.12,8010.36,0.0,0.0,conventional,2015,Spokane,4,Level 3,47.6579711,-117.4235319
